job_title,average_salary
Senior Applications Analyst - PWA,83494.0
Senior Associate Business Analyst,83494.0
"Senior Associate, OPS Business Analyst",77184.0
"Senior Associate/Assistant Vice President, Business Analyst",114247.0
Senior Automation Analyst (Mental Health),73522.0
Senior BI Data Analyst,98541.0
Senior Benefits Analyst,83494.0
Senior Budget Financial Applications Analyst,87525.0
Senior Budget and HR Analyst,7775.5
Senior Business Analyst,87277.19642857143
Senior Business Analyst (Billing),83494.0
Senior Business Analyst (Microstrategy),100513.5
Senior Business Analyst - Duckcreek - Remote,93150.0
Senior Business Analyst - FICO Specialist,79254.0
"Senior Business Analyst - Hybrid in Austin, TX",103083.0
Senior Business Analyst - Pediatrics,84122.0
Senior Business Analyst - Remote,87198.5
Senior Business Analyst with Salesforce Experience,111537.0
Senior Business Analyst(Retail Banking Exp.),65.0
"Senior Business Analyst, Charles River Development, Vice President | Burlington, MA, USA",133750.0
"Senior Business Analyst, Digital Solutions - Fidelity Workplace Consulting",109000.0
"Senior Business Analyst, EV Charging User Experienc",90250.0
"Senior Business Analyst, Global Finance Integration",130694.5
"Senior Business Analyst, Global Security Organization (GSO)",104229.33333333333
"Senior Business Analyst, Master Data Office",101100.0
"Senior Business Analyst, Performance & Outcomes",90169.5
"Senior Business Analyst, Product Development",95868.0
"Senior Business Analyst, Spend Analytics",123003.0
Senior Business Data Analyst,134547.0
Senior Business Development Analyst,92247.0
Senior Business Development Executive SMS,175000.0
Senior Business Informatics Analyst,68033.5
Senior Business Intelligence (BI) Analyst- RSA,83494.0
Senior Business Intelligence Analyst,104992.6
Senior Business Performance Analyst,110610.0
Senior Business Process Analyst,112000.0
Senior Business Process Analyst-Flexible Location,122000.0
Senior Business Process Consultant,104000.0
Senior Business Process Specialist (Fully Remote),114200.0
Senior Business Solution Analyst,83494.0
Senior Business Solutions Analyst (Global Legal Services),149736.25
Senior Business Support Analyst,94000.0
Senior Business System Analyst,87329.33333333333
Senior Business Systems Analyst,104127.23076923077
Senior Business Systems Analyst and Atlassian JIRA and BOX.com Administrator,52.5
"Senior Business Systems Analyst, Order Management",112000.0
Senior Business Systems Analyst- E,47747.0
Senior Business Systems Analyst- Salesforce,83494.0
Senior CX Operations Analyst (Remote),100682.0
"Senior Commercial Operations Analyst, Endo",96039.0
Senior Compensation Analyst,120000.0
Senior Consultant - Business Intelligence MCSFT,110562.0
Senior Contracts Analyst,89795.0
Senior Cost Analyst,130000.0
Senior Credit Analyst,83494.0
Senior Data Analyst (Hybrid),83494.0
Senior Data Analyst (Payment Fraud),83494.0
Senior Data Analyst Responsible AI,83494.0
Senior Data Analyst and BI Developer,66500.0
Senior Data Management Consultant,83.0
Senior Data Operations Analyst,51.0
Senior Data Solution Architect,145000.0
Senior Digital Product Manager,116875.0
"Senior Director of Market Access, Payor Strategy, and Contracting",155000.0
Senior Director of Sales and Business Development,218500.0
Senior Director of Specialty Markets,83494.0
Senior ERM IT/IS Analyst,83494.0
Senior Facilities Operations Analyst (2024-8635),72269.0
Senior Fiduciary and Sales Analyst,100000.0
Senior Finance Manager - MCAPS Central Revenue Reporting,147550.0
Senior Financial Analyst,82543.83333333333
Senior Financial Analyst (Clinician Compensation),83494.0
"Senior Financial Analyst, Operations Steering & Controlling",104806.5
Senior Financial Business Analyst,97500.0
Senior Financial Operations Analyst,105000.0
Senior Financial Reporting Analyst,100000.0
Senior Financial Systems Analyst - Finance Process Optimization (FPO),85920.5
Senior Foreign Disclosure Analyst,83494.0
Senior HCM Analyst I,83494.0
"Senior HR Business Analyst, Benefits and/or Payroll, 30-month LTE",131998.0
Senior Hardware Asset Manager,163065.0
Senior IT Analyst,136350.0
"Senior IT Analyst I , R&D",83494.0
Senior IT Business Analyst,79822.75
Senior IT Business Analyst (documentation),90532.5
Senior IT Business and Systems Analyst,134000.0
Senior IT Consultant,158055.0
Senior Industry Analyst,83494.0
Senior Information Security Analyst,83494.0
Senior Information Technology Analyst,121305.5
Senior Information Technology Business Analyst,83494.0
Senior Insurance Collections Operations Analyst,83494.0
Senior Investor Relations Analyst,186000.0
Senior Manager of Analytics,133700.0
"Senior Manager, Finance and Data Analytics",130526.5
Senior Operations Analyst,170391.0
Senior Operations Research Analyst,102350.33333333333
Senior Operations Research Analyst (OSINT) Analyst,111660.5
Senior Payment Integrity Recovery Analyst,114494.5
Senior Pega Business Analyst,102405.0
Senior People Tech & Services Analyst- Talent Systems,83494.0
Senior PeopleSoft Benefits Business Analyst (ERP Financials Business Team Lead),120104.0
Senior Procurement Analyst,81000.0
Senior Product Analyst,130363.0
"Senior Product Analyst, Testing Coordination",97500.0
Senior Product Manager,146750.0
Senior Product Owner,117564.25
Senior Program Analyst - Submarine Industrial Base Strategy,83494.0
"Senior Program Analyst, Program Integrator, F-35 AV VS PMO (Hybrid Telework)",125473.0
Senior Project Manager,58270.25
"Senior Project Manager, Nordstrom Product Group (NPG) - (Hybrid, WA)",117500.0
Senior Provider Compensation Analyst,40.0
Senior Regulatory Financial Analyst,83494.0
Senior Replenishment Analyst,100000.0
Senior Reporting Analyst,62.5
Senior Research Analyst - Business Analytics,83494.0
Senior Revenue Operations Analyst,116603.0
"Senior Sales Analyst, Lume Retail (Walmart)",84550.0
Senior Sales Operations Analyst,88777.25
Senior Salesforce Business Analyst,107078.9
"Senior Scientist, Analytical Sciences",83494.0
Senior Services Operations Analyst,110000.0
Senior Software Engineer,124750.75
"Senior Statistical Programmer Analyst, SAS Programmer, Contractor (Office or Remote)",83494.0
Senior Strategic Financial Analyst,177500.0
"Senior Strategist, Member Offers",125350.0
Senior Strategy Consultant,67.5
"Senior Supply Chain Analyst, Sourcing",94000.0
Senior Supply Chain Network Analyst,72438.5
Senior System Analyst,160000.0
Senior Systems Data Analyst - DHS Suitability Clearance (Telecommuter),135000.0
Senior Tax Analyst,103500.0
"Senior Technical Analyst, Yardi Help Desk",83494.0
Senior Technical Business Analyst - P&C Insurance,96908.5
Senior Technology Business Analyst,103147.0
Senior Workday Analyst - Recruit Module,87256.0
Service Department Manager,70000.0
Service Desk Analyst,83494.0
Service Desk Level 1 Analyst ( 9 am - 6 pm Mon-Friday),19.0
Service Manager,77754.75
ServiceNow Business Analyst,80478.5
ServiceNow Senior Business Systems Analyst,83494.0
SharePoint Business Analyst,53296.166666666664
SharePoint Business Analyst - Remote,92271.0
SharePoint Developer,127218.0
SharePoint Product Specialist (Remote Job),82.5
SharePoint Technical Specialist (Sr.),64.0
SharePoint Technical Specialist - Jr,41782.0
Sharepoint Analyst,92500.0
Shipyard Planning Data Analyst - 160368,83494.0
Smartsheets Configuration Analyst,93366.25
Social and Environmental Resilience Coordinator (Management Analyst III),78815.0
Software Asset Management Implementation Analyst - ServiceNow,83494.0
Software Data Analyst Sr In Huntsville or Colorado Springs,83494.0
Software Developer,95382.0
"Software Developer, Warehouse Management Systems",160800.0
Software Developer/Business Analyst I,69057.75
Software Quality Analyst (Onsite),83494.0
Software Support Analyst (remote),30.5
Solution Owner,113729.5
Solutions Architect,150000.0
Solutions Engineer,60948.0
Sourcing Analyst II,83494.0
Sourcing Specialist,82500.0
Space Planning Business Analyst,73641.0
Space and Assortment Analyst Intern,25.0
Special Operations Targeting Analyst - Opportunity to Receive up to 15K in Bonuses,79750.0
Sr Administrative Analyst - MWD TempLabor - TO173,41.5
Sr Advanced Front End RTL Designer,140550.0
Sr Analyst IT Enterprise Applications,106739.5
"Sr Analyst, Business Process",82252.5
"Sr Analyst, Parcel Operations",83494.0
"Sr Analyst,Business Analytics",74494.0
Sr Business Analyst,100507.5
Sr Business Analyst & HR Programs Manager,100000.0
Sr Business Analyst II,106200.0
Sr Business Analyst Medicaid Risk Submission - Remote,104000.0
"Sr Business Analyst, Pathology - Main Campus",96119.25
Sr Business Intelligence Analyst,99990.0
Sr Business Process Analyst - Outbound Dialer (Remote),104000.0
Sr Business Systems Analyst,83494.0
Sr Business Systems Analyst (US),100500.0
"Sr Business Systems Analyst, Cerner PathNet, Technology & Digital, FT, 8A-4:30P",97326.0
Sr Data Analyst,83494.0
Sr Data Analyst/ Data Modeler,83494.0
Sr Data Governance Analyst,83494.0
Sr Data Science Analyst,83494.0
Sr Director Digital Transformation - Customer Service,206100.0
Sr ERP Business Analyst,120069.0
Sr Enterprise Data Analyst,132500.0
"Sr Fin Reporting Analyst, DLR Revenue (PH)",83494.0
Sr Financial Analyst - Dallas / Hybrid,105000.0
Sr IT Business Analyst,96423.5
Sr Mgr-Sales Analytics & Insights,83494.0
Sr Oracle EBS Analyst,62.5
Sr Plant Supply Chain Analyst,83494.0
Sr Product Manager I - US Based Remote,138785.0
"Sr Sales Analyst, Walmart",114800.0
Sr Technical Business Analyst,92593.5
Sr analyst supply chain,130000.0
Sr. AWS Cloud Engineer,83494.0
Sr. Accountant/Operations Analyst for large global publicly traded Manufacturing Company,83494.0
"Sr. Analyst - Customer Operations and Environment, Health & Safety (EH&S)",112500.0
Sr. Analyst of Data & Decision Science,83494.0
Sr. Analyst – IT HR Time & Attendance,94875.5
"Sr. Analyst, Business Consulting (ERisk Services: Rockaway, NJ)",83494.0
"Sr. Analyst, Operations and Innovation",82500.0
"Sr. Analyst, Performance Marketing",120000.0
Sr. Budget Specialist/ Part-TIme,83494.0
Sr. Business Analysis Manager - Media Data Analytics & Capabilities (Site Metrics),135550.0
Sr. Business Analyst,66811.6
Sr. Business Analyst #2487,83494.0
Sr. Business Analyst (Lending),107500.0
Sr. Business Analyst (Modern Requirements/JIRA),95.0
Sr. Business Analyst - ERP & Finance,83494.0
Sr. Business Analyst / HealthRules Payer,80.0
Sr. Business Analyst Contracts & Change Orders,96995.5
"Sr. Business Analyst, Amazon MBD-Fuse",83494.0
"Sr. Business Analyst, Finance (Starlink)",127500.0
Sr. Business Analyst- Commercial Bank UW&PM,83494.0
Sr. Business Analyst- Data Visualization & Reporting,107750.0
Sr. Business Analyst/Salesforce Developer,93396.5
Sr. Business Analyst/Solution Architect,100000.0
Sr. Business Data Analyst (Transportation Management),83494.0
Sr. Business Intelligence Analyst - Performance Analytics,83494.0
"Sr. Business Manager, Capital One Shopping (Remote-Eligible)",83494.0
"Sr. Business Operations Analyst, Healthcare Eligibility Solutions",95000.0
Sr. Business Process Analyst - Accounting Operations,96016.75
Sr. Business Process Analyst - Remote,104000.0
Sr. Business Systems Analyst,103162.66666666667
Sr. Business Systems Analyst (IIBA Certified) only local candidates,59.5
Sr. Client Services Analyst,83494.0
Sr. Cyber Operations SME/PM/Engineer/Analyst (TS/SCI),83494.0
Sr. Data Analyst,83494.0
Sr. Data Visualization Analyst - Revenue/Sales Operations,92901.5
"Sr. Developer - Dallas, TX",124010.0
Sr. Finance Business Intelligent Analyst - Indirect Sourcing and Procurement,144000.0
Sr. Financial & Strategy Analyst,83494.0
Sr. Financial Analyst,83494.0
"Sr. Financial Analyst - E2E Stores - (Hybrid- Seattle, WA)",100750.0
Sr. Healthcare Business Analyst,27873.0
Sr. IT Business Analyst,100723.5
Sr. Infor XA Programmer/Analyst,90.0
Sr. Logistics Analyst,93000.0
"Sr. Manager, CX Operations (Tools)",135777.5
Sr. Operations Research Systems Analyst,102280.0
"Sr. Optical Analyst, Merchandising Supply Chain",83494.0
Sr. Pricing Analyst,110000.0
Sr. Production Analyst Manager,90000.0
Sr. Real Estate Portfolio Operations Analyst,99000.0
"Sr. Reporting Analyst (PowerBI, ArcGIS StoryMaps)",83494.0
Sr. Revenue Analyst - NPI,83494.0
Sr. SAP Business Analyst - EHS,123750.0
"Sr. Sales Operations Analyst, Urology",99523.5
"Sr. Specialist, Business Systems Analysis",83494.0
Sr. Strategic Sourcing Partner - Procurement - Non HR,99400.0
"Sr. Systems Engineer, IT Services",196300.0
Sr. Technical Analyst - REMOTE,83494.0
Sr. Technical Business Analyst,95497.0
Sr. Technical Data Analyst - Data & Analytics,101950.0
Sr. Technical Implementation Analyst,120000.0
"Sr. Vendor Manager, Apparel",147000.0
Sr. Workday Business Analyst,83494.0
Sr. Workday Reporting Analyst - Hybrid,83494.0
Staff Accountant/Analyst - Project Accounting,83494.0
Staff Business Data Analyst,170334.33333333334
Staff Program Financial Analyst,83494.0
Staff Services Analyst I/II (MSS),83494.0
Staff Supply Chain Analyst - Reporting and Analytics,147000.0
"Staff Technical Product Manager (Remote Eligible, U.S.)",119500.0
State Street Global Advisors-Business Systems Analyst-AVP,130000.0
Store Manager,50000.0
Store Operations Executive Analyst,64481.5
Strategic Account Executive - GEMS,83494.0
Strategic Development Analyst,83494.0
Strategic Finance Manager,83494.0
Strategic Ledger Implementation & Governance Reconciliations Lead-Senior Vice President,204500.0
Strategic Project Manager,114945.0
Strategic Sourcing Analyst,75000.0
Strategy & Transformation Lead,148500.0
Strategy Analyst,83494.0
Structural Steel Estimator: West Coast Region,170000.0
Subject Matter Expert I,83494.0
Substitute Human Resources Analyst,29.0
"Supervisor, IT ERP Analyst III",83494.0
Supplier Quality Assurance Specialist,83494.0
Supplier Risk Analyst - Remote,83494.0
Supply Chain & Operations Data Analyst,71251.5
Supply Chain Analyst,83494.0
"Supply Chain Analyst La Verne, California",38.0
Supply Chain Business Analyst,71000.0
Supply Chain Business Analyst Intern,41759.5
Supply Chain Data Analyst,94700.0
Supply Chain- Demand Planning Analyst II,83494.0
System Analyst,83494.0
System Integration Business Analyst (FULL TIME TELEWORK),83494.0
System Support Analyst,63554.0
Systems Analyst (Remote),75000.0
"Systems Analyst - Software Application Design, Development and Maintenance (Information Systems S...",7116.0
Systems Analyst 2,70.0
Systems Analyst II,41763.25
Systems Analyst IT,85700.0
Systems Operations Analyst,41769.5
Systems Operations Analyst (Business Analyst),83494.0
TDA - Intern - F&N Data and Analysis,1912.5
TDA - Intern - F&N Software Systems,1912.5
THD Sales Manager,83494.0
TPWD - Data Analyst III (Business Intelligence Analyst),45007.5
TWDB - 25-26 - Junior Data Analyst/Power BI Specialist (Data Analyst I-II),5246.0
TWEL Business Operations Analyst,83494.0
Team Leader -- Real Estate Expansion Partner,625000.0
Tech Product Manager BA VP,160000.0
Technical Analyst,83494.0
Technical Business Analyst,91125.0
Technical Business Analyst (Local to AZ),50.0
Technical Business Analyst (Public Trust),130000.0
Technical Business Analyst - Data Solutions Lead,106495.0
Technical Business Analyst Encounter Data,73100.0
Technical Business Analyst II,44.0
Technical Business Analyst – Wealth,83494.0
Technical Implementation Analyst,98300.0
Technical Implementation Engineer,125000.0
Technical Product Manager - AWS,119300.0
Technical Product Owner (Remote),92500.0
Technical Project Manager,47969.0
"Technical Revenue Operations, Business Systems Analyst",120050.0
Technical Specialist IV,80187.0
Technical Support Analyst III,83494.0
Technical Validation Analyst,98300.0
Technical Writer / Business Analyst,87138.5
Technical data analyst,83494.0
Technology Business Analyst,81861.5
Telecom Business Analyst or Infrastructure Business Analyst,57.5
Telecom Circuit Analyst (SME 4),83494.0
Temp Analyst RO Business Operations (Hybrid),95369.5
Temp IT Support Analyst - Panavision Woodland Hills,83494.0
Territory Manager Sales Intern,21.0
Territory Sales Manager,130000.0
Test Specialist,83494.0
Tester / Business Analyst – CMDB Use Case Implementation,106050.0
Tier 1 Support Analyst,24.5
"TikTok Shop - Business Analyst - Fulfillment Experience, GNE",148622.0
Title - SAP Business Systems Analyst,71.0
Trade Compliance Operations Analyst,68718.5
Training Officer (Administrative Officer),5773.5
"Training Specialist/Project Analyst, Junior (Navy/DoD)",27.5
Transportation Analyst,78000.0
Transportation Analyst (Logistics),83494.0
Traveling Operations Manager,83494.0
Treasury Analyst,83494.0
Treasury Analyst with cash flow and Power BI experience.,34.5
"Treasury Analyst, Cash Operations and Merchant Services",90000.0
Treasury Management Sales Analyst Manager,83494.0
Treasury Mgmt Bus Admin Spec,63252.0
Treasury Operations Analyst,49331.75
Treasury Sales Analyst,76705.75
Treasury System Analyst,47.5
Tri-Alliance Information Technology Analyst,92500.0
UEMR Configuration Analyst,83494.0
US - Store Team Leader,23.0
US Experienced Financial Advisor,83494.0
UW Specialist,83494.0
Underwriting Support Associate (hybrid),16.0
User Success Analyst,83494.0
Utilities Business Analyst I,30.5
Utility AMI Analyst with SQL,83494.0
V.I.E. Electronic Trading Development Analyst,83494.0
VIE-Business Analyst,78159.75
VP - Lending Operations Automation Lead Analyst,142300.0
VP Operations - Site,143652.5
"VP, Business Analytics Ld Analyst - Systemic Tester",142300.0
Validation Analyst,92000.0
Venture Banking Credit Analyst (Summer 2025 Start),80000.0
"Vertical Manager, Software & SaaS",83494.0
Vice President of Program Strategy & Delivery,209340.5
"Vice President, Business Analysis Manager, Chase Travel",148000.0
Vice President; Quantitative Finance Analyst,137500.0
WPB Sales Quality Analyst,108400.0
Wealth Management Consultant,83494.0
Wealth Management Technology Business Analyst,102459.5
Wholesale Credit Reporting Analyst,83494.0
Workday Business Applications Senior Architect,130620.5
Workday HCM Business Analyst,91624.5
Workday Senior Business Systems Analyst,66.5
Workforce Management Analyst,28.0
Workforce Operations Analyst - A,83446.5
Worldwide Business Operations Support Analyst,106271.0
YIELDS SPECIALIST,83494.0
Yield Management Analyst,84850.0
ZeroEyes Operations Center (ZOC) Analyst,83494.0
[Hybrid] Business Professional - Marketing Analyst/Coordinator 4 (13538-5),115554.75
[Hybrid] Marketing Analyst/Coordinator 3 (13594-8),37.0
"business systems analyst, Integrated Logistics Accounting (US Remote)",41768.0
